H(Oe)	T(K)	R1+(Ohm)	R1_SD(Ohm)	R2(Ohm)	R2_SD(Ohm)	Hall R1(Ohm)	Hall R1 SD(Ohm)	Hall R2(Ohm)	Hall R2 SD(Ohm)	V(mV)	V_SD(mV)	R(Ohm)	R_SD(Ohm)	Hall V(mV)	Hall V SD(mV)	Hall R(Ohm)	Hall R SD(Ohm)
-1659.155000	    1.900002	  131.204610	    0.000135	  156.307450	    0.000429	   24.532820	    0.004896	  -24.630805	    0.000994	   14.375603	    0.000028	  143.756030	    0.000282	   -0.004899	    0.000294	   -0.048993	    0.002945
-1578.742000	    1.900044	  131.190480	    0.000178	  156.226135	    0.000436	   24.492125	    0.000356	  -24.521450	    0.001104	   14.370831	    0.000031	  143.708307	    0.000307	   -0.001466	    0.000073	   -0.014662	    0.000730
-1497.997000	    1.900072	  131.202140	    0.000725	  156.209955	    0.000481	   24.344410	    0.000657	  -24.264190	    0.000575	   14.370605	    0.000060	  143.706048	    0.000603	    0.004011	    0.000062	    0.040110	    0.000616
-1418.472000	    1.900155	  131.386760	    0.000479	  155.831100	    0.000512	   24.328230	    0.000673	  -24.609525	    0.004588	   14.360893	    0.000050	  143.608930	    0.000495	   -0.014065	    0.000263	   -0.140647	    0.002631
-1339.059000	    1.900100	  131.225010	    0.000123	  156.153415	    0.000517	   24.502670	    0.000741	  -24.690795	    0.000607	   14.368921	    0.000032	  143.689212	    0.000320	   -0.009406	    0.000067	   -0.094062	    0.000674
-1258.424000	    1.900016	  131.061065	    0.000209	  156.050655	    0.000579	   24.502295	    0.000796	  -24.443990	    0.001345	   14.355586	    0.000039	  143.555860	    0.000394	    0.002915	    0.000107	    0.029153	    0.001070
-1178.456000	    1.899739	  131.097125	    0.000203	  155.981230	    0.000433	   24.565630	    0.001092	  -24.406525	    0.000811	   14.353918	    0.000032	  143.539177	    0.000318	    0.007955	    0.000095	    0.079553	    0.000951
-1098.043000	    1.899836	  131.185530	    0.000333	  155.947865	    0.000362	   24.733445	    0.000157	  -24.293545	    0.001337	   14.356670	    0.000035	  143.566697	    0.000348	    0.021995	    0.000075	    0.219950	    0.000747
-1017.409000	    1.899919	  131.033150	    0.000121	  155.837665	    0.000203	   24.663240	    0.000280	  -24.635355	    0.000645	   14.343541	    0.000016	  143.435407	    0.000162	    0.001394	    0.000046	    0.013942	    0.000463
 -936.553600	    1.899892	  130.857880	    0.000361	  156.120445	    0.000497	   24.884780	    0.000186	  -24.395120	    0.001117	   14.348916	    0.000043	  143.489162	    0.000429	    0.024483	    0.000065	    0.244830	    0.000651
 -856.695800	    1.899919	  130.946860	    0.000373	  156.014445	    0.000317	   24.751775	    0.000485	  -24.489890	    0.001460	   14.348065	    0.000034	  143.480652	    0.000345	    0.013094	    0.000097	    0.130942	    0.000973
 -775.728900	    1.899961	  130.940215	    0.000473	  155.820580	    0.000106	   24.546035	    0.000529	  -24.505975	    0.000542	   14.338040	    0.000029	  143.380398	    0.000289	    0.002003	    0.000054	    0.020030	    0.000536
 -696.093000	    1.899961	  130.800115	    0.000317	  155.914305	    0.000242	   24.965185	    0.002986	  -24.641910	    0.000239	   14.335721	    0.000028	  143.357210	    0.000279	    0.016164	    0.000161	    0.161638	    0.001612
 -616.124300	    1.899989	  130.915080	    0.001753	  155.818445	    0.002096	   24.985105	    0.002642	  -24.443110	    0.001510	   14.336676	    0.000192	  143.366762	    0.001925	    0.027100	    0.000208	    0.270997	    0.002076
 -536.044800	    1.900100	  130.814235	    0.000234	  155.783610	    0.000494	   24.653900	    0.001053	  -24.818650	    0.000917	   14.329892	    0.000036	  143.298923	    0.000364	   -0.008238	    0.000099	   -0.082375	    0.000985
 -455.743500	    1.900058	  130.637500	    0.002521	  155.761245	    0.000621	   24.859185	    0.000402	  -24.520905	    0.001056	   14.319937	    0.000157	  143.199372	    0.001571	    0.016914	    0.000073	    0.169140	    0.000729
 -375.331200	    1.899947	  130.674440	    0.000385	  155.792365	    0.000330	   24.779500	    0.000320	  -24.692715	    0.000107	   14.323340	    0.000036	  143.233403	    0.000358	    0.004339	    0.000021	    0.043393	    0.000213
 -295.140800	    1.899905	  130.584460	    0.002496	  155.837355	    0.000407	   24.849300	    0.000885	  -24.472400	    0.000352	   14.321091	    0.000145	  143.210907	    0.001452	    0.018845	    0.000062	    0.188450	    0.000619
 -214.173900	    1.899892	  130.556025	    0.001073	  155.809670	    0.000417	   24.769855	    0.000347	  -24.654665	    0.000810	   14.318285	    0.000074	  143.182847	    0.000745	    0.005759	    0.000058	    0.057595	    0.000578
 -133.983500	    1.899850	  130.622000	    0.000187	  155.571870	    0.000234	   24.686690	    0.000275	  -24.713020	    0.000300	   14.309694	    0.000021	  143.096935	    0.000211	   -0.001317	    0.000029	   -0.013165	    0.000287
  -53.349380	    1.900044	  130.536680	    0.000404	  155.628355	    0.000704	   24.900175	    0.000599	  -24.443335	    0.000586	   14.308252	    0.000055	  143.082517	    0.000554	    0.022842	    0.000059	    0.228420	    0.000592
   53.571210	    1.899975	  130.682870	    0.001054	  155.602370	    0.000725	   24.711940	    0.000692	  -24.500360	    0.000443	   14.314262	    0.000089	  143.142620	    0.000890	    0.010579	    0.000057	    0.105790	    0.000568
  134.094400	    1.900044	  130.757375	    0.000123	  155.598650	    0.000856	   24.420925	    0.000688	  -24.524750	    0.001773	   14.317801	    0.000049	  143.178012	    0.000489	   -0.005191	    0.000123	   -0.051913	    0.001230
  214.173900	    1.900016	  130.708470	    0.000373	  155.647605	    0.000227	   24.554065	    0.000218	  -24.709070	    0.000549	   14.317804	    0.000030	  143.178038	    0.000300	   -0.007750	    0.000038	   -0.077502	    0.000383
  295.140800	    1.899933	  130.704025	    0.000191	  155.613365	    0.000677	   24.842840	    0.000497	  -24.666205	    0.001322	   14.315869	    0.000043	  143.158695	    0.000434	    0.008832	    0.000091	    0.088318	    0.000909
  375.331200	    1.899989	  130.770785	    0.000094	  155.985275	    0.000417	   24.838955	    0.000466	  -24.594195	    0.000896	   14.337803	    0.000026	  143.378030	    0.000256	    0.012238	    0.000068	    0.122380	    0.000681
  455.854400	    1.899975	  130.774120	    0.000079	  155.863140	    0.000983	   24.835460	    0.001044	  -24.740440	    0.001038	   14.331863	    0.000053	  143.318630	    0.000531	    0.004751	    0.000104	    0.047510	    0.001041
  535.933900	    1.899836	  130.741895	    0.000199	  155.790875	    0.000369	   24.911975	    0.000263	  -24.597435	    0.000852	   14.326639	    0.000028	  143.266385	    0.000284	    0.015727	    0.000056	    0.157270	    0.000557
  616.124300	    1.899933	  130.720160	    0.000412	  156.027170	    0.000400	   25.027395	    0.000237	  -24.525110	    0.000614	   14.337366	    0.000041	  143.373665	    0.000406	    0.025114	    0.000043	    0.251143	    0.000425
  696.093000	    1.899905	  130.829420	    0.000318	  155.814120	    0.000423	   24.813090	    0.000176	  -24.771915	    0.000737	   14.332177	    0.000037	  143.321770	    0.000370	    0.002059	    0.000046	    0.020588	    0.000456
  775.728900	    1.900169	  130.897595	    0.000171	  155.876675	    0.000203	   25.205290	    0.000354	  -24.472370	    0.000659	   14.338713	    0.000019	  143.387135	    0.000187	    0.036646	    0.000051	    0.366460	    0.000506
  856.695800	    1.899892	  130.984590	    0.000184	  155.870875	    0.000423	   24.861290	    0.000356	  -24.620180	    0.000459	   14.342773	    0.000030	  143.427732	    0.000304	    0.012056	    0.000041	    0.120555	    0.000408
  936.553600	    1.899975	  130.853490	    0.000358	  156.014245	    0.000326	   24.726570	    0.000574	  -24.596745	    0.000553	   14.343387	    0.000034	  143.433867	    0.000342	    0.006491	    0.000056	    0.064912	    0.000564
 1017.188000	    1.899933	  130.876600	    0.001108	  156.033310	    0.001367	   24.816730	    0.001963	  -24.594775	    0.002228	   14.345495	    0.000124	  143.454955	    0.001238	    0.011098	    0.000210	    0.110978	    0.002096
 1097.932000	    1.900002	  130.944595	    0.000241	  156.178375	    0.000221	   24.753340	    0.000299	  -24.744510	    0.000788	   14.356148	    0.000023	  143.561485	    0.000231	    0.000441	    0.000054	    0.004415	    0.000544
 1178.344000	    1.899947	  131.032455	    0.000094	  156.158780	    0.000402	   24.572955	    0.000373	  -24.423245	    0.000611	   14.359562	    0.000025	  143.595618	    0.000248	    0.007485	    0.000049	    0.074855	    0.000492
 1258.313000	    1.899961	  131.136285	    0.000350	  156.177555	    0.000725	   24.722230	    0.001340	  -24.398570	    0.000813	   14.365692	    0.000054	  143.656920	    0.000537	    0.016183	    0.000108	    0.161830	    0.001076
 1338.836000	    1.900072	  131.088990	    0.000543	  156.188465	    0.000601	   24.722375	    0.000497	  -24.366065	    0.000481	   14.363873	    0.000057	  143.638728	    0.000572	    0.017815	    0.000049	    0.178155	    0.000489
 1418.362000	    1.900016	  131.191420	    0.000260	  156.085950	    0.000464	   24.578955	    0.000333	  -24.165570	    0.001073	   14.363869	    0.000036	  143.638685	    0.000362	    0.020669	    0.000070	    0.206692	    0.000703
 1497.887000	    1.899947	  131.207760	    0.000345	  156.030655	    0.000515	   24.555155	    0.000334	  -23.866480	    0.001433	   14.361921	    0.000043	  143.619208	    0.000430	    0.034434	    0.000088	    0.344337	    0.000884
 1578.077000	    1.899933	  131.381060	    0.000288	  155.977560	    0.000282	   24.530870	    0.000349	  -24.259705	    0.000534	   14.367931	    0.000029	  143.679310	    0.000285	    0.013558	    0.000044	    0.135582	    0.000442
 1659.044000	    1.899975	  131.290490	    0.001748	  156.045130	    0.000388	   24.608350	    0.000468	  -24.279855	    0.000581	   14.366781	    0.000107	  143.667810	    0.001068	    0.016425	    0.000052	    0.164248	    0.000525
 1739.234000	    1.899905	  131.225570	    0.000106	  156.333595	    0.000454	   25.032695	    0.000512	  -24.239775	    0.001206	   14.377958	    0.000028	  143.779583	    0.000280	    0.039646	    0.000086	    0.396460	    0.000859
 1820.978000	    1.899933	  131.330800	    0.000254	  156.169300	    0.000617	   24.770300	    0.000366	  -24.384065	    0.001206	   14.375005	    0.000044	  143.750050	    0.000435	    0.019312	    0.000079	    0.193118	    0.000786
 1900.946000	    1.900044	  131.230210	    0.000200	  156.205850	    0.000397	   24.701885	    0.001227	  -24.271580	    0.000477	   14.371803	    0.000030	  143.718030	    0.000299	    0.021515	    0.000085	    0.215153	    0.000852
 1980.804000	    1.899989	  131.432725	    0.001412	  156.294165	    0.000577	   24.724515	    0.000427	  -24.373805	    0.000719	   14.386344	    0.000099	  143.863445	    0.000994	    0.017536	    0.000057	    0.175355	    0.000573
 2060.551000	    1.899989	  131.386845	    0.000261	  156.301585	    0.000133	   24.701275	    0.000336	  -24.081115	    0.000745	   14.384422	    0.000020	  143.844215	    0.000197	    0.031008	    0.000054	    0.310080	    0.000541
 2140.852000	    1.899989	  131.428510	    0.000507	  156.166075	    0.000151	   24.721845	    0.000430	  -24.022715	    0.001000	   14.379729	    0.000033	  143.797292	    0.000329	    0.034957	    0.000071	    0.349565	    0.000715
 2221.042000	    1.900016	  131.579320	    0.000271	  156.217245	    0.000432	   24.631495	    0.000582	  -24.077805	    0.001971	   14.389828	    0.000035	  143.898282	    0.000351	    0.027685	    0.000128	    0.276845	    0.001276
 2301.122000	    1.899919	  131.578035	    0.000177	  156.249725	    0.000260	   24.710005	    0.000342	  -24.087680	    0.000981	   14.391388	    0.000022	  143.913880	    0.000218	    0.031116	    0.000066	    0.311162	    0.000662
 2382.310000	    1.900100	  131.532055	    0.000488	  156.245975	    0.000737	   24.650465	    0.000533	  -24.107450	    0.000835	   14.388901	    0.000061	  143.889015	    0.000613	    0.027151	    0.000068	    0.271508	    0.000684
 2462.945000	    1.900030	  131.621610	    0.000315	  156.158700	    0.000351	   24.415515	    0.000800	  -24.250230	    0.000908	   14.389015	    0.000033	  143.890155	    0.000333	    0.008264	    0.000085	    0.082642	    0.000854
 2543.357000	    1.900100	  131.479885	    0.000456	  156.402960	    0.000884	   24.739585	    0.000429	  -24.193015	    0.000958	   14.394142	    0.000067	  143.941422	    0.000670	    0.027328	    0.000069	    0.273285	    0.000694
 2623.769000	    1.900016	  131.490160	    0.000133	  156.321925	    0.000398	   24.768025	    0.000486	  -24.159450	    0.000352	   14.390604	    0.000027	  143.906042	    0.000266	    0.030429	    0.000042	    0.304287	    0.000419
 2703.849000	    1.900072	  131.607280	    0.000614	  156.418145	    0.000890	   24.829885	    0.000276	  -24.196885	    0.001011	   14.401271	    0.000075	  144.012712	    0.000752	    0.031650	    0.000064	    0.316500	    0.000644
 2783.706000	    1.900030	  131.630105	    0.000206	  156.377430	    0.000390	   24.747795	    0.000238	  -24.096220	    0.000618	   14.400377	    0.000030	  144.003768	    0.000298	    0.032579	    0.000043	    0.325787	    0.000428
 2864.673000	    1.899989	  131.495710	    0.000160	  156.437875	    0.000137	   24.755530	    0.000552	  -24.201535	    0.000816	   14.396679	    0.000015	  143.966792	    0.000149	    0.027700	    0.000068	    0.276998	    0.000684
 2944.531000	    1.900002	  131.680585	    0.000106	  156.448130	    0.000336	   24.855945	    0.000230	  -24.135360	    0.001448	   14.406436	    0.000022	  144.064357	    0.000221	    0.036029	    0.000084	    0.360293	    0.000839
 3024.832000	    1.899989	  131.647425	    0.000070	  156.527170	    0.000519	   24.972265	    0.000508	  -24.113175	    0.000584	   14.408730	    0.000029	  144.087297	    0.000294	    0.042954	    0.000055	    0.429545	    0.000546
 3104.913000	    1.900002	  131.628815	    0.000271	  156.463670	    0.000747	   24.763590	    0.000335	  -23.916005	    0.000513	   14.404624	    0.000051	  144.046243	    0.000509	    0.042379	    0.000042	    0.423792	    0.000424
 3184.992000	    1.899919	  131.790900	    0.000333	  156.452380	    0.000391	   24.591400	    0.000481	  -24.019885	    0.000529	   14.412164	    0.000036	  144.121640	    0.000362	    0.028576	    0.000050	    0.285757	    0.000505
 3265.404000	    1.899989	  131.768040	    0.001240	  156.423650	    0.000318	   24.456770	    0.001379	  -24.182625	    0.002339	   14.409585	    0.000078	  144.095845	    0.000779	    0.013707	    0.000186	    0.137072	    0.001859
 3346.703000	    1.899975	  131.746490	    0.000435	  156.524675	    0.001554	   24.880520	    0.001837	  -24.070035	    0.001475	   14.413558	    0.000099	  144.135582	    0.000994	    0.040524	    0.000166	    0.405242	    0.001656
 3426.782000	    1.900030	  131.842040	    0.000187	  156.654005	    0.000493	   24.672335	    0.000221	  -24.311175	    0.000388	   14.424802	    0.000034	  144.248022	    0.000340	    0.018058	    0.000030	    0.180580	    0.000305
 3506.862000	    1.899933	  131.783565	    0.000199	  156.618695	    0.002163	   24.835635	    0.002410	  -24.065695	    0.002262	   14.420113	    0.000118	  144.201130	    0.001181	    0.038497	    0.000234	    0.384970	    0.002336
 3586.720000	    1.900030	  131.792560	    0.001167	  156.566775	    0.000404	   25.101155	    0.000575	  -24.304435	    0.001193	   14.417967	    0.000079	  144.179668	    0.000785	    0.039836	    0.000088	    0.398360	    0.000884
 3666.799000	    1.899961	  131.640790	    0.000094	  156.563390	    0.000433	   24.848210	    0.000377	  -24.008685	    0.001134	   14.410209	    0.000026	  144.102090	    0.000263	    0.041976	    0.000076	    0.419763	    0.000756
 3746.436000	    1.900155	  131.804475	    0.000178	  156.601440	    0.000407	   24.962900	    0.001723	  -24.089220	    0.000443	   14.420296	    0.000029	  144.202957	    0.000293	    0.043684	    0.000108	    0.436840	    0.001083
 3826.959000	    1.900155	  131.768120	    0.000544	  156.580830	    0.000874	   24.955245	    0.000598	  -24.307685	    0.001248	   14.417447	    0.000071	  144.174475	    0.000709	    0.032378	    0.000092	    0.323780	    0.000923
 3908.702000	    1.899947	  131.794460	    0.000444	  156.565985	    0.000077	   24.779355	    0.000165	  -24.027015	    0.000639	   14.418022	    0.000026	  144.180223	    0.000260	    0.037617	    0.000040	    0.376170	    0.000402
 3989.115000	    1.900030	  131.960745	    0.000393	  156.438350	    0.001044	   24.840540	    0.000875	  -24.042140	    0.001203	   14.419955	    0.000072	  144.199547	    0.000718	    0.039920	    0.000104	    0.399200	    0.001039
 4069.083000	    1.900100	  131.894520	    0.000336	  156.633795	    0.000581	   24.775125	    0.000851	  -24.085100	    0.000978	   14.426416	    0.000046	  144.264158	    0.000459	    0.034501	    0.000091	    0.345012	    0.000915
 4149.273000	    1.900114	  131.901355	    0.001463	  156.607825	    0.000285	   24.790360	    0.000856	  -23.979705	    0.000489	   14.425459	    0.000087	  144.254590	    0.000874	    0.040533	    0.000067	    0.405327	    0.000672
 4229.131000	    1.899989	  131.936090	    0.000417	  156.849185	    0.000185	   24.688115	    0.000279	  -23.786135	    0.001328	   14.439264	    0.000030	  144.392637	    0.000301	    0.045099	    0.000080	    0.450990	    0.000804
 4308.877000	    1.899975	  132.063260	    0.000499	  156.519335	    0.000935	   24.587130	    0.001129	  -23.805985	    0.000730	   14.429130	    0.000072	  144.291297	    0.000717	    0.039057	    0.000093	    0.390572	    0.000929
 4389.956000	    1.900044	  132.004470	    0.000283	  156.754650	    0.000356	   24.810850	    0.001393	  -23.863115	    0.000707	   14.437956	    0.000032	  144.379560	    0.000319	    0.047387	    0.000105	    0.473868	    0.001050
 4470.257000	    1.899961	  131.924715	    0.000179	  156.688170	    0.000452	   24.844110	    0.000517	  -24.064780	    0.000324	   14.430644	    0.000032	  144.306442	    0.000316	    0.038966	    0.000042	    0.389665	    0.000420
 4550.336000	    1.899919	  132.015940	    0.000448	  156.516010	    0.000293	   24.683645	    0.002403	  -24.037085	    0.000507	   14.426598	    0.000037	  144.265975	    0.000370	    0.032328	    0.000146	    0.323280	    0.001455
 4630.638000	    1.900030	  132.033765	    0.000368	  156.718175	    0.000361	   24.818780	    0.000684	  -23.946915	    0.000476	   14.437597	    0.000036	  144.375970	    0.000364	    0.043593	    0.000058	    0.435932	    0.000580
 4711.272000	    1.900030	  132.029335	    0.000295	  156.745955	    0.000691	   24.888900	    0.000946	  -23.954855	    0.001850	   14.438764	    0.000049	  144.387645	    0.000493	    0.046702	    0.000140	    0.467023	    0.001398
 4791.795000	    1.900002	  131.986885	    0.000548	  156.666775	    0.000381	   24.916140	    0.000390	  -23.920940	    0.000483	   14.432683	    0.000046	  144.326830	    0.000464	    0.049760	    0.000044	    0.497600	    0.000436
 4873.428000	    1.900058	  132.012015	    0.000403	  156.779800	    0.000414	   25.009665	    0.001416	  -23.792280	    0.000859	   14.439591	    0.000041	  144.395907	    0.000409	    0.060869	    0.000114	    0.608693	    0.001137
 4953.507000	    1.900044	  132.046465	    0.000696	  156.731060	    0.000169	   24.677155	    0.000562	  -23.870615	    0.000432	   14.438876	    0.000043	  144.388763	    0.000432	    0.040327	    0.000050	    0.403270	    0.000497
 5033.585000	    1.900002	  132.048335	    0.000192	  156.719525	    0.000442	   24.594020	    0.000332	  -24.088815	    0.000581	   14.438393	    0.000032	  144.383930	    0.000317	    0.025260	    0.000046	    0.252603	    0.000456
 5113.555000	    1.900030	  132.004470	    0.000330	  156.745310	    0.000354	   24.844210	    0.000206	  -24.045190	    0.000450	   14.437489	    0.000034	  144.374890	    0.000342	    0.039951	    0.000033	    0.399510	    0.000328
 5192.969000	    1.900155	  131.844805	    0.000230	  156.997145	    0.000250	   25.221570	    0.000215	  -23.947810	    0.001399	   14.442097	    0.000024	  144.420975	    0.000240	    0.063688	    0.000081	    0.636880	    0.000807
 5273.603000	    1.900044	  132.007640	    0.000355	  156.856815	    0.000347	   25.062055	    0.000625	  -23.830295	    0.000527	   14.443223	    0.000035	  144.432227	    0.000351	    0.061588	    0.000058	    0.615880	    0.000576
 5353.793000	    1.899919	  132.030145	    0.000750	  156.919525	    0.000796	   25.147780	    0.000291	  -23.733540	    0.000666	   14.447484	    0.000077	  144.474835	    0.000773	    0.070712	    0.000048	    0.707120	    0.000478
 5434.649000	    1.900044	  132.036910	    0.000930	  156.822640	    0.000880	   24.990145	    0.000427	  -24.050875	    0.000598	   14.442977	    0.000091	  144.429775	    0.000905	    0.046964	    0.000051	    0.469635	    0.000512
 5514.839000	    1.900058	  132.078570	    0.000256	  156.927320	    0.000470	   24.986600	    0.000233	  -24.065005	    0.000302	   14.450295	    0.000036	  144.502945	    0.000363	    0.046080	    0.000027	    0.460798	    0.000267
 5595.251000	    1.900183	  132.006240	    0.000292	  156.990190	    0.000305	   24.974650	    0.002355	  -23.961285	    0.001578	   14.449822	    0.000030	  144.498215	    0.000299	    0.050668	    0.000197	    0.506683	    0.001967
 5675.665000	    1.900058	  132.110930	    0.000265	  156.932770	    0.000129	   25.010080	    0.000330	  -23.967065	    0.000856	   14.452185	    0.000020	  144.521850	    0.000197	    0.052151	    0.000059	    0.521508	    0.000593
 5754.635000	    1.899919	  132.093670	    0.000442	  156.856675	    0.000465	   24.800315	    0.000483	  -24.204145	    0.000860	   14.447517	    0.000045	  144.475172	    0.000454	    0.029809	    0.000067	    0.298085	    0.000671
 5835.269000	    1.900002	  132.031055	    0.000448	  156.990815	    0.000119	   25.016545	    0.000373	  -23.991690	    0.000907	   14.451093	    0.000028	  144.510935	    0.000284	    0.051243	    0.000064	    0.512428	    0.000640
 5916.348000	    1.899989	  132.142865	    0.001030	  156.965725	    0.000218	   24.886505	    0.000174	  -23.889565	    0.000563	   14.455430	    0.000062	  144.554295	    0.000624	    0.049847	    0.000037	    0.498470	    0.000368
 5995.982000	    1.899905	  132.195995	    0.000487	  156.817150	    0.000294	   24.976930	    0.000222	  -23.916655	    0.000376	   14.450657	    0.000039	  144.506573	    0.000390	    0.053014	    0.000030	    0.530137	    0.000299
 6075.952000	    1.900100	  132.107270	    0.000264	  157.016215	    0.001835	   25.123060	    0.000352	  -24.059075	    0.000775	   14.456174	    0.000105	  144.561742	    0.001049	    0.053199	    0.000056	    0.531993	    0.000563
 6156.252000	    1.900030	  132.128310	    0.000369	  157.031095	    0.000521	   25.079925	    0.000340	  -24.137545	    0.000179	   14.457970	    0.000045	  144.579702	    0.000445	    0.047119	    0.000026	    0.471190	    0.000260
 6236.554000	    1.900016	  132.022035	    0.000417	  156.955815	    0.000256	   25.277235	    0.000435	  -24.083840	    0.001113	   14.448893	    0.000034	  144.488925	    0.000337	    0.059670	    0.000077	    0.596698	    0.000774
 6316.633000	    1.900002	  131.971005	    0.000520	  157.037945	    0.001615	   25.220825	    0.001161	  -24.263935	    0.000225	   14.450447	    0.000107	  144.504475	    0.001068	    0.047845	    0.000069	    0.478445	    0.000693
 6396.824000	    1.900127	  132.077345	    0.000456	  157.115550	    0.000631	   25.103605	    0.001170	  -24.219610	    0.001464	   14.459645	    0.000054	  144.596447	    0.000544	    0.044200	    0.000132	    0.441998	    0.001317
 6477.901000	    1.900100	  132.020390	    0.000489	  157.135925	    0.000837	   25.253005	    0.000417	  -24.073930	    0.001521	   14.457816	    0.000066	  144.578158	    0.000663	    0.058954	    0.000097	    0.589538	    0.000969
 6557.981000	    1.900100	  132.147555	    0.000216	  157.070655	    0.000486	   25.146955	    0.000435	  -24.261120	    0.000521	   14.460911	    0.000035	  144.609105	    0.000351	    0.044292	    0.000048	    0.442918	    0.000478
 6638.394000	    1.900016	  132.053385	    0.000256	  157.082265	    0.000774	   25.015825	    0.000550	  -24.126270	    0.000563	   14.456782	    0.000052	  144.567825	    0.000515	    0.044478	    0.000056	    0.444777	    0.000557
 6718.472000	    1.899947	  132.202380	    0.000574	  156.996885	    0.000334	   25.045655	    0.000458	  -24.140450	    0.000723	   14.459963	    0.000045	  144.599632	    0.000454	    0.045260	    0.000059	    0.452602	    0.000591
 6798.331000	    1.900114	  132.164305	    0.000203	  157.006970	    0.000290	   25.292150	    0.000520	  -24.078330	    0.001334	   14.458564	    0.000025	  144.585638	    0.000247	    0.060691	    0.000093	    0.606910	    0.000927
 6878.632000	    1.900127	  132.134910	    0.000212	  157.048460	    0.000322	   24.968195	    0.000557	  -24.107100	    0.000294	   14.459169	    0.000027	  144.591685	    0.000267	    0.043055	    0.000043	    0.430548	    0.000426
 6960.264000	    1.900044	  132.227615	    0.000266	  156.889945	    0.000308	   25.017630	    0.002792	  -24.088080	    0.000740	   14.455878	    0.000029	  144.558780	    0.000287	    0.046477	    0.000177	    0.464775	    0.001766
 7041.010000	    1.899905	  132.209125	    0.000278	  157.059455	    0.000522	   24.985360	    0.000572	  -24.088400	    0.003234	   14.463429	    0.000040	  144.634290	    0.000400	    0.044848	    0.000190	    0.448480	    0.001903
 7121.311000	    1.899975	  132.124875	    0.000293	  157.129805	    0.000241	   25.014055	    0.000154	  -24.123985	    0.002091	   14.462734	    0.000027	  144.627340	    0.000267	    0.044504	    0.000112	    0.445035	    0.001122
 7201.612000	    1.899850	  132.171475	    0.000427	  157.068605	    0.000310	   25.004130	    0.000265	  -23.979775	    0.000491	   14.462004	    0.000037	  144.620040	    0.000368	    0.051218	    0.000038	    0.512177	    0.000378
 7282.137000	    1.899989	  132.208960	    0.000107	  157.127180	    0.000458	   25.366440	    0.000495	  -24.059915	    0.000955	   14.466807	    0.000028	  144.668070	    0.000283	    0.065326	    0.000072	    0.653263	    0.000725
 7361.991000	    1.900072	  132.046795	    0.000343	  157.158900	    0.000087	   25.044200	    0.000845	  -24.038145	    0.000484	   14.460285	    0.000022	  144.602847	    0.000215	    0.050303	    0.000066	    0.503027	    0.000665
 7442.957000	    1.900002	  132.173350	    0.000261	  157.086955	    0.000807	   25.018250	    0.000278	  -23.809785	    0.000520	   14.463015	    0.000053	  144.630153	    0.000534	    0.060423	    0.000040	    0.604232	    0.000399
 7522.819000	    1.900114	  132.284025	    0.000370	  157.107390	    0.000215	   25.049980	    0.000458	  -23.946355	    0.001467	   14.469571	    0.000029	  144.695707	    0.000292	    0.055181	    0.000096	    0.551813	    0.000962
 7603.116000	    1.900072	  132.239060	    0.000975	  157.137975	    0.000624	   25.096920	    0.002281	  -23.949405	    0.001261	   14.468852	    0.000080	  144.688517	    0.000799	    0.057376	    0.000177	    0.573758	    0.001771
 7682.978000	    1.899989	  132.217715	    0.000286	  157.182780	    0.001077	   25.195740	    0.000711	  -24.081415	    0.001303	   14.470025	    0.000068	  144.700247	    0.000681	    0.055716	    0.000101	    0.557163	    0.001007
 7763.057000	    1.900155	  132.219100	    0.002031	  157.186035	    0.000520	   25.232055	    0.003120	  -23.981005	    0.000598	   14.470257	    0.000128	  144.702567	    0.001275	    0.062552	    0.000186	    0.625525	    0.001859
 7843.798000	    1.900197	  132.212960	    0.000412	  157.300760	    0.000265	   24.972955	    0.000214	  -24.013790	    0.001191	   14.475686	    0.000034	  144.756860	    0.000339	    0.047958	    0.000070	    0.479582	    0.000703
 7923.885000	    1.900072	  132.246900	    0.000272	  157.284300	    0.000136	   25.155610	    0.000651	  -24.018960	    0.001537	   14.476560	    0.000020	  144.765600	    0.000204	    0.056833	    0.000109	    0.568325	    0.001094
 8005.512000	    1.900002	  132.214680	    0.000565	  157.099975	    0.000272	   25.121365	    0.000341	  -23.712095	    0.000589	   14.465733	    0.000042	  144.657327	    0.000418	    0.070464	    0.000047	    0.704635	    0.000465
 8085.148000	    1.900044	  132.312460	    0.000190	  156.982730	    0.000791	   25.354390	    0.000748	  -24.045995	    0.000819	   14.464759	    0.000049	  144.647595	    0.000491	    0.065420	    0.000078	    0.654198	    0.000783
 8164.784000	    1.900016	  132.264315	    0.000228	  157.152035	    0.000411	   25.386200	    0.000182	  -23.874605	    0.000589	   14.470818	    0.000032	  144.708175	    0.000319	    0.075580	    0.000039	    0.755797	    0.000385
 8244.195000	    1.900016	  132.326230	    0.000727	  157.258355	    0.001079	   25.379725	    0.000533	  -23.784120	    0.000777	   14.479229	    0.000090	  144.792292	    0.000903	    0.079780	    0.000065	    0.797803	    0.000655
 8323.170000	    1.900044	  132.235285	    0.000241	  157.193500	    0.000219	   25.282120	    0.001633	  -24.008230	    0.000849	   14.471439	    0.000023	  144.714392	    0.000230	    0.063694	    0.000124	    0.636945	    0.001241
